File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF003ZMM	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF273ZJR/	12635431	Gene Yeo, UCSD	00235b2d3d1f0f85003fe222c2981569		https://www.encodeproject.org/files/ENCFF003ZMM/@@download/ENCFF003ZMM.bigWig				released	s3://encode-public/2016/11/09/bfc843e2-1702-4872-85a6-c02822186c57/ENCFF003ZMM.bigWig	Lab custom GRCh38	released			
ENCFF165REA	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF273ZJR/	13369828	Gene Yeo, UCSD	d864287c100e96fc22ab7f3f9076d837		https://www.encodeproject.org/files/ENCFF165REA/@@download/ENCFF165REA.bigWig				released	s3://encode-public/2016/11/09/a307a028-7f4d-41f1-847b-ba88f4627519/ENCFF165REA.bigWig	Lab custom GRCh38	released			
ENCFF412KGD	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF259AFA/	6823451	Gene Yeo, UCSD	dd393a5cfb969481704538267fb7a40c		https://www.encodeproject.org/files/ENCFF412KGD/@@download/ENCFF412KGD.bigWig				released	s3://encode-public/2016/11/09/4a720a6c-e131-4821-b3af-9299834fa9c6/ENCFF412KGD.bigWig	Lab custom GRCh38	released			
ENCFF618WYU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF083OHX/, /files/ENCFF813VYB/, /files/ENCFF269URO/, /files/ENCFF259AFA/, /files/ENCFF273ZJR/, /files/ENCFF734UNZ/	8114	Gene Yeo, UCSD	5b40bb5d261ac9cefdfa1449eee17526		https://www.encodeproject.org/files/ENCFF618WYU/@@download/ENCFF618WYU.bed.gz				released	s3://encode-public/2018/12/03/5cd23b1d-c421-4eb9-9c76-e15d524b1d0a/ENCFF618WYU.bed.gz	Lab custom GRCh38	released			
ENCFF033ZLA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF910QNU/, /files/ENCFF365ZFZ/	1240318	Gene Yeo, UCSD	b5158909b2399d18458524217f0c379c		https://www.encodeproject.org/files/ENCFF033ZLA/@@download/ENCFF033ZLA.bed.gz				released	s3://encode-public/2016/11/30/b29e71ed-feb3-4135-b9ed-2ff70943892b/ENCFF033ZLA.bed.gz	Lab custom hg19	archived			
ENCFF040CEA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF307XYP/, /files/ENCFF365ZFZ/	1392298	Gene Yeo, UCSD	d37f3758037123e82fcb1148d583324c		https://www.encodeproject.org/files/ENCFF040CEA/@@download/ENCFF040CEA.bed.gz				released	s3://encode-public/2016/11/30/a94b1dc0-a301-404b-a5bd-56485f6e8f42/ENCFF040CEA.bed.gz	Lab custom hg19	archived			
ENCFF734UNZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF259AFA/, /files/ENCFF083OHX/	1208261	Gene Yeo, UCSD	f5de21fa0b8f60ea3bed506224264847		https://www.encodeproject.org/files/ENCFF734UNZ/@@download/ENCFF734UNZ.bed.gz				released	s3://encode-public/2016/11/30/218a5113-e6da-4aef-a398-6ec126d3abc0/ENCFF734UNZ.bed.gz	Lab custom GRCh38	released			
ENCFF813VYB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF273ZJR/, /files/ENCFF083OHX/	1331617	Gene Yeo, UCSD	6173a2117979db657acd6b4a21cba336		https://www.encodeproject.org/files/ENCFF813VYB/@@download/ENCFF813VYB.bed.gz				released	s3://encode-public/2016/11/30/23aef5aa-544f-40ca-a310-7ffc1510bea8/ENCFF813VYB.bed.gz	Lab custom GRCh38	released			
ENCFF577BHE	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF033ZLA/	2098513	Gene Yeo, UCSD	72832b6fc71435644df811f4caa50194		https://www.encodeproject.org/files/ENCFF577BHE/@@download/ENCFF577BHE.bigBed				released	s3://encode-public/2016/12/02/c56f7cc6-8313-4b0d-b33d-abf15742b644/ENCFF577BHE.bigBed	Lab custom hg19	archived			
ENCFF475YXN	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF040CEA/	2292297	Gene Yeo, UCSD	20ac82cbe04b6d6361551833ac02b4a2		https://www.encodeproject.org/files/ENCFF475YXN/@@download/ENCFF475YXN.bigBed				released	s3://encode-public/2016/12/02/c57313c5-23c5-4506-94b8-95787ee2171b/ENCFF475YXN.bigBed	Lab custom hg19	archived			
ENCFF302CMM	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF734UNZ/	2055306	Gene Yeo, UCSD	8083b3c6563554844fa18cfee02dbfd2		https://www.encodeproject.org/files/ENCFF302CMM/@@download/ENCFF302CMM.bigBed				released	s3://encode-public/2016/12/03/2ae104d9-6c4a-461c-8ea0-369d6d8567e6/ENCFF302CMM.bigBed	Lab custom GRCh38	released			
ENCFF433EPL	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR506OTC	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TBRG4-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF813VYB/	2213196	Gene Yeo, UCSD	de8494ee45967accf6b428c91693c60f		https://www.encodeproject.org/files/ENCFF433EPL/@@download/ENCFF433EPL.bigBed				released	s3://encode-public/2016/12/03/77c0876a-8af9-4029-9e85-e260a593731f/ENCFF433EPL.bigBed	Lab custom GRCh38	released			
ENCFF875QBF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF083ZYT/, /files/ENCFF620MFE/, /files/ENCFF410UTY/, /files/ENCFF594WHT/, /files/ENCFF605CQT/, /files/ENCFF039QTN/	60215	Gene Yeo, UCSD	43c9f13e2306f1e64637300153285bc3		https://www.encodeproject.org/files/ENCFF875QBF/@@download/ENCFF875QBF.bed.gz				released	s3://encode-public/2018/06/08/50d576e2-21b0-4c08-8290-ac1550a25471/ENCFF875QBF.bed.gz	Lab custom hg19	archived			
ENCFF384BDA	fastq	fastq		reads		ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1	44		paired-ended	1	/files/ENCFF175TMY/			474592493	Gene Yeo, UCSD	2d6258aecdbaa6ec44da200e2c80a8f2	SRA:SRR5111323	https://www.encodeproject.org/files/ENCFF384BDA/@@download/ENCFF384BDA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF064TEN/	released	s3://encode-public/2016/08/04/ec3a52e4-fc22-48b9-aad4-7ac23d370bd5/ENCFF384BDA.fastq.gz					
ENCFF175TMY	fastq	fastq		reads		ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1	46		paired-ended	2	/files/ENCFF384BDA/			485448543	Gene Yeo, UCSD	ed961454fb540efb7a2b0c41b119520f	SRA:SRR5111323	https://www.encodeproject.org/files/ENCFF175TMY/@@download/ENCFF175TMY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF381NWX/	released	s3://encode-public/2016/08/04/ab538da1-a1b6-4b84-ae92-943afc1cec76/ENCFF175TMY.fastq.gz					
ENCFF921PTG	fastq	fastq		reads		ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1	46		paired-ended	2	/files/ENCFF447WDR/			602900702	Gene Yeo, UCSD	8963a0f5e9adbb0cc348145df14fd292	SRA:SRR5111324	https://www.encodeproject.org/files/ENCFF921PTG/@@download/ENCFF921PTG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF381NWX/	released	s3://encode-public/2016/08/04/eeb33458-d110-4bba-8cb2-e65bb572022d/ENCFF921PTG.fastq.gz					
ENCFF447WDR	fastq	fastq		reads		ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1	44		paired-ended	1	/files/ENCFF921PTG/			576558570	Gene Yeo, UCSD	4846ecda6ba7de60d938b14223ec35be	SRA:SRR5111324	https://www.encodeproject.org/files/ENCFF447WDR/@@download/ENCFF447WDR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF064TEN/	released	s3://encode-public/2016/08/04/c4197375-4cc9-4ea4-9fc7-f5e512e98ae1/ENCFF447WDR.fastq.gz					
ENCFF410UTY	bam	bam		alignments	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF384BDA/, /files/ENCFF175TMY/	180680102	Gene Yeo, UCSD	66078b5e9658bdb0d80c11b5f53b8650		https://www.encodeproject.org/files/ENCFF410UTY/@@download/ENCFF410UTY.bam				released	s3://encode-public/2016/08/04/ae1ede6e-e1dc-41e5-8be6-832f28ede9f8/ENCFF410UTY.bam	Lab custom hg19	archived			
ENCFF620MFE	bam	bam		alignments	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF447WDR/, /files/ENCFF921PTG/	270111566	Gene Yeo, UCSD	6609203d5bf6035d1204acd65c8a35e6		https://www.encodeproject.org/files/ENCFF620MFE/@@download/ENCFF620MFE.bam				released	s3://encode-public/2016/08/04/6b99b972-2033-463c-bd99-034685688ce4/ENCFF620MFE.bam	Lab custom hg19	archived			
ENCFF091VCD	bam	bam		alignments	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF447WDR/, /files/ENCFF921PTG/	262824613	Gene Yeo, UCSD	2d06ff0d9f5f2b545469e37d5a6f8eb9		https://www.encodeproject.org/files/ENCFF091VCD/@@download/ENCFF091VCD.bam				released	s3://encode-public/2016/09/09/e9b78749-a6ff-4833-ab95-77fd89bf073f/ENCFF091VCD.bam	Lab custom GRCh38	released			
ENCFF072KEM	bam	bam		alignments	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF384BDA/, /files/ENCFF175TMY/	169424780	Gene Yeo, UCSD	77b277116ac849111555d97985294cdb		https://www.encodeproject.org/files/ENCFF072KEM/@@download/ENCFF072KEM.bam				released	s3://encode-public/2016/09/09/d4f647a8-3477-4295-a66d-f772aed0f7e8/ENCFF072KEM.bam	Lab custom GRCh38	released			
ENCFF148IOT	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF410UTY/	10811353	Gene Yeo, UCSD	a63a5dda2a51d198a7038f4cbceb07a0		https://www.encodeproject.org/files/ENCFF148IOT/@@download/ENCFF148IOT.bigWig				released	s3://encode-public/2016/11/09/d4e26d70-591a-4ff8-9f7e-f60e099b979a/ENCFF148IOT.bigWig	Lab custom hg19	archived			
ENCFF456SGZ	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF620MFE/	14627886	Gene Yeo, UCSD	51a81f7cd08b78af717a7cff85c458fe		https://www.encodeproject.org/files/ENCFF456SGZ/@@download/ENCFF456SGZ.bigWig				released	s3://encode-public/2016/11/09/f19c29de-caa2-4359-ae5b-866719349328/ENCFF456SGZ.bigWig	Lab custom hg19	archived			
ENCFF258KDH	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF410UTY/	11309620	Gene Yeo, UCSD	c0550238959a00ab37a3b01fe19eccc1		https://www.encodeproject.org/files/ENCFF258KDH/@@download/ENCFF258KDH.bigWig				released	s3://encode-public/2016/11/09/5238fd47-af99-4967-9839-cc0ea1f28a18/ENCFF258KDH.bigWig	Lab custom hg19	archived			
ENCFF260XAL	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF620MFE/	15525878	Gene Yeo, UCSD	e4c2fcd7fc61e8341e8586abac9d4c7d		https://www.encodeproject.org/files/ENCFF260XAL/@@download/ENCFF260XAL.bigWig				released	s3://encode-public/2016/11/09/bb5efbcb-886a-42bd-8961-d93cf16e9889/ENCFF260XAL.bigWig	Lab custom hg19	archived			
ENCFF791QDL	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF072KEM/	7833452	Gene Yeo, UCSD	fb3ae2fab68603be67aa54b4947afeac		https://www.encodeproject.org/files/ENCFF791QDL/@@download/ENCFF791QDL.bigWig				released	s3://encode-public/2016/11/09/7416ee7c-2fa4-41c3-89b0-6ae03beeb7e2/ENCFF791QDL.bigWig	Lab custom GRCh38	released			
ENCFF141DSU	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF091VCD/	14369595	Gene Yeo, UCSD	f3ff3f1d0035cacfdadbd9c56e6a115f		https://www.encodeproject.org/files/ENCFF141DSU/@@download/ENCFF141DSU.bigWig				released	s3://encode-public/2016/11/09/464827ac-85d4-4c65-96c4-00182f2b5200/ENCFF141DSU.bigWig	Lab custom GRCh38	released			
ENCFF992XQV	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF072KEM/	10835957	Gene Yeo, UCSD	9f179548b7cce47ee1e08fcddfc7796a		https://www.encodeproject.org/files/ENCFF992XQV/@@download/ENCFF992XQV.bigWig				released	s3://encode-public/2016/11/09/0b7c87f3-ac41-4883-8255-5ae6096e9b74/ENCFF992XQV.bigWig	Lab custom GRCh38	released			
ENCFF287BQY	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF091VCD/	15051473	Gene Yeo, UCSD	86a088cc54a5b746af58c66af9925252		https://www.encodeproject.org/files/ENCFF287BQY/@@download/ENCFF287BQY.bigWig				released	s3://encode-public/2016/11/09/8ba147e7-3ab5-44f5-91b9-03d366252af1/ENCFF287BQY.bigWig	Lab custom GRCh38	released			
ENCFF050VVI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF151VUB/, /files/ENCFF091VCD/, /files/ENCFF269URO/, /files/ENCFF072KEM/, /files/ENCFF182RWR/, /files/ENCFF945AUF/	60664	Gene Yeo, UCSD	acbbd08b45825294b3688d12dff07e21		https://www.encodeproject.org/files/ENCFF050VVI/@@download/ENCFF050VVI.bed.gz				released	s3://encode-public/2018/12/03/68679a1d-484e-4aca-a044-b96b7585bb1a/ENCFF050VVI.bed.gz	Lab custom GRCh38	released			
ENCFF594WHT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF620MFE/, /files/ENCFF605CQT/	1363115	Gene Yeo, UCSD	2d649f0669201a4a0da50bee8cb56dd1		https://www.encodeproject.org/files/ENCFF594WHT/@@download/ENCFF594WHT.bed.gz				released	s3://encode-public/2016/11/30/0ac03730-169d-4dc2-8764-dacf480f2814/ENCFF594WHT.bed.gz	Lab custom hg19	archived			
ENCFF083ZYT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF410UTY/, /files/ENCFF605CQT/	961209	Gene Yeo, UCSD	f9c10f451c4f9f69ad18205b4554ac0d		https://www.encodeproject.org/files/ENCFF083ZYT/@@download/ENCFF083ZYT.bed.gz				released	s3://encode-public/2016/11/30/b48b32a8-768d-444b-93b1-51783b710c4d/ENCFF083ZYT.bed.gz	Lab custom hg19	archived			
ENCFF182RWR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF091VCD/, /files/ENCFF945AUF/	1349675	Gene Yeo, UCSD	9a5c8bd5b11bbbdcb66023113648daf6		https://www.encodeproject.org/files/ENCFF182RWR/@@download/ENCFF182RWR.bed.gz				released	s3://encode-public/2016/11/30/e9536461-73ed-4e21-a91c-590c8a3b7350/ENCFF182RWR.bed.gz	Lab custom GRCh38	released			
ENCFF151VUB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF072KEM/, /files/ENCFF945AUF/	916372	Gene Yeo, UCSD	fe4cdd4c29bc14e89464eea2eac5b8f2		https://www.encodeproject.org/files/ENCFF151VUB/@@download/ENCFF151VUB.bed.gz				released	s3://encode-public/2016/11/30/2a72c7b2-bda1-40ad-8259-cce00d355fbd/ENCFF151VUB.bed.gz	Lab custom GRCh38	released			
ENCFF533RZJ	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF594WHT/	2788904	Gene Yeo, UCSD	9f4d729a5e8db375ebe6a8608c2cdd07		https://www.encodeproject.org/files/ENCFF533RZJ/@@download/ENCFF533RZJ.bigBed				released	s3://encode-public/2016/12/02/9ac1fb3c-33fe-40eb-8030-857825beb626/ENCFF533RZJ.bigBed	Lab custom hg19	archived			
ENCFF038WBZ	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF083ZYT/	2075995	Gene Yeo, UCSD	be47e1233a233be03f8012bc4a5413ba		https://www.encodeproject.org/files/ENCFF038WBZ/@@download/ENCFF038WBZ.bigBed				released	s3://encode-public/2016/12/02/5c4dfec2-a44f-4bc6-8204-c5c277435669/ENCFF038WBZ.bigBed	Lab custom hg19	archived			
ENCFF016THS	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF182RWR/	2764942	Gene Yeo, UCSD	c8e411fa7f850191781f77d47f4d4e9d		https://www.encodeproject.org/files/ENCFF016THS/@@download/ENCFF016THS.bigBed				released	s3://encode-public/2016/12/03/3fb57a76-b56a-4640-9019-4127bc8d0ba0/ENCFF016THS.bigBed	Lab custom GRCh38	released			
ENCFF391ZFR	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR238CLX	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GEMIN5-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF151VUB/	1985850	Gene Yeo, UCSD	2a67f907650c42e5beec2bcb8ee2dc41		https://www.encodeproject.org/files/ENCFF391ZFR/@@download/ENCFF391ZFR.bigBed				released	s3://encode-public/2016/12/03/53f7a124-af81-43ad-815a-57f5a1e0d082/ENCFF391ZFR.bigBed	Lab custom GRCh38	released			
ENCFF797UGN	fastq	fastq		reads		ENCSR887LPK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EWSR1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1	50		paired-ended	1	/files/ENCFF514NRD/			207266231	Gene Yeo, UCSD	e1ab4a44f34d6a51cb16b27c8faf0cff	SRA:SRR5112218	https://www.encodeproject.org/files/ENCFF797UGN/@@download/ENCFF797UGN.fastq.gz		Illumina HiSeq 2500	/files/ENCFF110AGV/	released	s3://encode-public/2016/03/22/aea8d1b5-ef3b-4b92-ba5c-c0d037bdb4e6/ENCFF797UGN.fastq.gz			mixed read lengths		
ENCFF921GQG	fastq	fastq		reads		ENCSR887LPK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EWSR1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1	50		paired-ended	1	/files/ENCFF529KND/			177681234	Gene Yeo, UCSD	28e1332428c9b3194fecde071b099292	SRA:SRR5112217	https://www.encodeproject.org/files/ENCFF921GQG/@@download/ENCFF921GQG.fastq.gz		Illumina HiSeq 2500	/files/ENCFF110AGV/	released	s3://encode-public/2016/03/22/aeb73821-3020-4931-84eb-1c3b51553dfd/ENCFF921GQG.fastq.gz			mixed read lengths		
ENCFF529KND	fastq	fastq		reads		ENCSR887LPK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EWSR1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF921GQG/			174724275	Gene Yeo, UCSD	fa1ded0c6395d3aaaf1f462fecfc2319	SRA:SRR5112217	https://www.encodeproject.org/files/ENCFF529KND/@@download/ENCFF529KND.fastq.gz		Illumina HiSeq 2500	/files/ENCFF130YYP/	released	s3://encode-public/2016/03/23/50281297-bfb7-4444-a27c-95e42eb03adc/ENCFF529KND.fastq.gz			mixed read lengths		
